question,prompt,generated_text,pred_answer,gold_answer,is_correct
What is the first experiment aimed at?,"Question: What is the first experiment aimed at? 

Options:
A) Proving that heat traps attract harmful insects in Mexico City.
B) Comparing smoked cigarette filters with unsmoked ones.
C) Analyzing what is produced from smoked cigarette filters.
D) Studying what it is that drives harmful insects away.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: What is the first experiment aimed at? 

Options:
A) Proving that heat traps attract harmful insects in Mexico City.
B) Comparing smoked cigarette filters with unsmoked ones.
C) Analyzing what is produced from smoked cigarette filters.
D) Studying what it is that drives harmful insects away.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  D",D,D,True
What can you infer from the passage?,"Question: What can you infer from the passage? 

Options:
A) Birds tend to use insecticide to protect the baby birds.
B) Nicotine is the only chemical that drives harmful insects away.
C) Some insects are afraid of smelly chemicals in aromatic plants.
D) Unsmoked cigarette traps attract more harmful insects.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: What can you infer from the passage? 

Options:
A) Birds tend to use insecticide to protect the baby birds.
B) Nicotine is the only chemical that drives harmful insects away.
C) Some insects are afraid of smelly chemicals in aromatic plants.
D) Unsmoked cigarette traps attract more harmful insects.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  A",A,C,False
Where could you possibly see the passage?,"Question: Where could you possibly see the passage? 

Options:
A) In a science report
B) In an urbanization essay
C) In a tobacco advertisement
D) In an anti-smoking brochure

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: Where could you possibly see the passage? 

Options:
A) In a science report
B) In an urbanization essay
C) In a tobacco advertisement
D) In an anti-smoking brochure

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  D",D,A,False
"According to the passage, attitudes  _  .","Question: According to the passage, attitudes  _  . 

Options:
A) come from different situations in one's life
B) are largely affected by one's behavior
C) remain unchanged in one's daily life
D) could be chosen according to one's will

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: According to the passage, attitudes  _  . 

Options:
A) come from different situations in one's life
B) are largely affected by one's behavior
C) remain unchanged in one's daily life
D) could be chosen according to one's will

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  D",D,A,False
Which of the following is TRUE about the learning of attitudes?,"Question: Which of the following is TRUE about the learning of attitudes? 

Options:
A) Attitudes are only learned through one's success.
B) Attitudes learned in danger will last no more.
C) Copying others' behavior is not a good idea.
D) Attitudes can be learned from one's parents.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: Which of the following is TRUE about the learning of attitudes? 

Options:
A) Attitudes are only learned through one's success.
B) Attitudes learned in danger will last no more.
C) Copying others' behavior is not a good idea.
D) Attitudes can be learned from one's parents.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  D",D,D,True
What would be the best title for the passage?,"Question: What would be the best title for the passage? 

Options:
A) Differences of Attitudes.
B) Nature  of Attitude.
C) Choices of Attitudes.
D) Changes of Attitude.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: What would be the best title for the passage? 

Options:
A) Differences of Attitudes.
B) Nature  of Attitude.
C) Choices of Attitudes.
D) Changes of Attitude.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  A",A,B,False
The writer came to Paris because   _  .,"Question: The writer came to Paris because   _  . 

Options:
A) he wanted to have an interesting ride
B) he attended a course in summer
C) he admired its beautiful scenery
D) he was alone and lost his way

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: The writer came to Paris because   _  . 

Options:
A) he wanted to have an interesting ride
B) he attended a course in summer
C) he admired its beautiful scenery
D) he was alone and lost his way

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,B,False
"On the first day in Paris, the writer felt   _  .","Question: On the first day in Paris, the writer felt   _  . 

Options:
A) lonely in the big city
B) bored with his visit
C) surprised at its beauty
D) interested in its culture

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: On the first day in Paris, the writer felt   _  . 

Options:
A) lonely in the big city
B) bored with his visit
C) surprised at its beauty
D) interested in its culture

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,C,True
The example of the grocery store is used to illustrate   _  .,"Question: The example of the grocery store is used to illustrate   _  . 

Options:
A) the little influence of language barrier
B) the big difficulty of living abroad
C) the great importance of gestures
D) the intelligence of French people

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: The example of the grocery store is used to illustrate   _  . 

Options:
A) the little influence of language barrier
B) the big difficulty of living abroad
C) the great importance of gestures
D) the intelligence of French people

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,A,False
"By mentioning the uselessness of the watch, the author probably wants to prove   _","Question: By mentioning the uselessness of the watch, the author probably wants to prove   _ 

Options:
A) time in Paris is not worth counting
B) he enjoys the time in Paris very much
C) life seems meaningful without time
D) he has to spend a long time to visit the big city

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: By mentioning the uselessness of the watch, the author probably wants to prove   _ 

Options:
A) time in Paris is not worth counting
B) he enjoys the time in Paris very much
C) life seems meaningful without time
D) he has to spend a long time to visit the big city

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,B,False
Which of the following is TRUE of the recent Pew report?,"Question: Which of the following is TRUE of the recent Pew report? 

Options:
A) The UK has the smallest number of people against the EU.
B) There's a slight  change of the UK's supporting for the EU.
C) More than half of the Germans raise questions about the EU.
D) A large number of French people are in favor of the EU.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: Which of the following is TRUE of the recent Pew report? 

Options:
A) The UK has the smallest number of people against the EU.
B) There's a slight  change of the UK's supporting for the EU.
C) More than half of the Germans raise questions about the EU.
D) A large number of French people are in favor of the EU.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  B",B,B,True
"As to whether to remain in the EU,  _   .","Question: As to whether to remain in the EU,  _   . 

Options:
A) Britons are divided equally
B) few Britons want to stay
C) all Britons support to leave
D) Britons don't care about it

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: As to whether to remain in the EU,  _   . 

Options:
A) Britons are divided equally
B) few Britons want to stay
C) all Britons support to leave
D) Britons don't care about it

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,A,False
"According to the passage,what's the relationship between France and Germany?","Question: According to the passage,what's the relationship between France and Germany? 

Options:
A) Friendly.
B) Optimistic.
C) Tense.
D) Simple.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: According to the passage,what's the relationship between France and Germany? 

Options:
A) Friendly.
B) Optimistic.
C) Tense.
D) Simple.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,C,True
